"Date Printed: Tuesday, November 14, 2023 1:25:46 PM",,,,,,,,,
"Title: ""Chlamydia | Gonorrhea | HIV diagnoses | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | Alabama | Alaska | American Samoa | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Guam | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Northern Mariana Islands | Ohio | Oklahoma | Oregon | Pennsylvania | Puerto Rico | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | U.S. Virgin Islands | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Female | Male | 13-24 | 25-34 | 35-44 | 45-54 | 55+""""",,,,,,,,,
Footnote(s): Data for 2022 and 2023 are considered preliminary (subject to a 12-month reporting delay). Inclusion of preliminary data in trend assessments is discouraged. Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Data by transmission category presented based on assigned sex at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.,,,,,,,
The 'Sex' column is used for either sex at birth or gender identity.,,,,,,,,,
NA - Not applicable.,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Rate per 100000,Population
HIV diagnoses,2019,Alaska,02,25-34,All races/ethnicities,Male,11,17.5,"62,870"
HIV diagnoses,2019,Alaska,02,13-24,All races/ethnicities,Male,5,7.9,"63,088"
HIV diagnoses,2018,Alaska,02,55+,All races/ethnicities,Female,1,1.1,"89,730"
HIV diagnoses,2018,Alaska,02,45-54,All races/ethnicities,Female,0,0,"42,005"
HIV diagnoses,2018,Alaska,02,35-44,All races/ethnicities,Female,0,0,"45,297"
HIV diagnoses,2018,Alaska,02,25-34,All races/ethnicities,Female,2,3.6,"55,748"
HIV diagnoses,2018,Alaska,02,13-24,All races/ethnicities,Female,0,0,"53,909"
HIV diagnoses,2018,Alaska,02,55+,All races/ethnicities,Male,1,1.1,"92,062"
HIV diagnoses,2018,Alaska,02,45-54,All races/ethnicities,Male,4,8.7,"45,933"
HIV diagnoses,2018,Alaska,02,35-44,All races/ethnicities,Male,3,6.1,"49,411"
HIV diagnoses,2018,Alaska,02,25-34,All races/ethnicities,Male,7,11,"63,352"
HIV diagnoses,2018,Alaska,02,13-24,All races/ethnicities,Male,5,7.8,"64,119"
Gonorrhea,2021,Arizona,04,55+,All races/ethnicities,Female,101,8.7,"1,166,930"
Gonorrhea,2021,Arizona,04,45-54,All races/ethnicities,Female,308,72.8,"423,119"
Gonorrhea,2021,Arizona,04,35-44,All races/ethnicities,Female,"1,022",228.8,"446,725"
Gonorrhea,2021,Arizona,04,25-34,All races/ethnicities,Female,"2,615",540.8,"483,509"
Gonorrhea,2021,Arizona,04,13-24,All races/ethnicities,Female,"3,454",604,"571,894"
Gonorrhea,2021,Arizona,04,55+,All races/ethnicities,Male,474,45.3,"1,046,001"
Gonorrhea,2021,Arizona,04,45-54,All races/ethnicities,Male,881,207.5,"424,562"
Gonorrhea,2021,Arizona,04,35-44,All races/ethnicities,Male,"1,999",426.7,"468,467"
Gonorrhea,2021,Arizona,04,25-34,All races/ethnicities,Male,"4,250",821.1,"517,583"
Gonorrhea,2021,Arizona,04,13-24,All races/ethnicities,Male,"3,296",546.9,"602,637"
Gonorrhea,2020 (COVID-19 Pandemic),Arizona,04,55+,All races/ethnicities,Female,76,6.7,"1,142,025"
Gonorrhea,2020 (COVID-19 Pandemic),Arizona,04,45-54,All races/ethnicities,Female,293,69.8,"419,709"
Gonorrhea,2020 (COVID-19 Pandemic),Arizona,04,35-44,All races/ethnicities,Female,"1,020",232.8,"438,064"
Gonorrhea,2020 (COVID-19 Pandemic),Arizona,04,25-34,All races/ethnicities,Female,"2,289",481.9,"475,007"
Gonorrhea,2020 (COVID-19 Pandemic),Arizona,04,13-24,All races/ethnicities,Female,"3,114",553.5,"562,560"
Gonorrhea,2020 (COVID-19 Pandemic),Arizona,04,55+,All races/ethnicities,Male,366,35.8,"1,022,815"
Gonorrhea,2020 (COVID-19 Pandemic),Arizona,04,45-54,All races/ethnicities,Male,709,168,"421,985"
Gonorrhea,2020 (COVID-19 Pandemic),Arizona,04,35-44,All races/ethnicities,Male,"1,652",360.7,"457,956"
Gonorrhea,2020 (COVID-19 Pandemic),Arizona,04,25-34,All races/ethnicities,Male,"3,743",736.2,"508,426"
Gonorrhea,2020 (COVID-19 Pandemic),Arizona,04,13-24,All races/ethnicities,Male,"3,049",514.4,"592,735"
Gonorrhea,2019,Arizona,04,55+,All races/ethnicities,Female,77,6.6,"1,166,321"
Gonorrhea,2019,Arizona,04,45-54,All races/ethnicities,Female,238,55.4,"429,646"
Gonorrhea,2019,Arizona,04,35-44,All races/ethnicities,Female,841,190.3,"442,046"
Gonorrhea,2019,Arizona,04,25-34,All races/ethnicities,Female,"2,303",475.6,"484,280"
Gonorrhea,2019,Arizona,04,13-24,All races/ethnicities,Female,"2,762",487.9,"566,066"
Gonorrhea,2019,Arizona,04,55+,All races/ethnicities,Male,354,34.6,"1,023,106"
Gonorrhea,2019,Arizona,04,45-54,All races/ethnicities,Male,734,173.8,"422,444"
Gonorrhea,2019,Arizona,04,35-44,All races/ethnicities,Male,"1,493",328.9,"453,981"
Gonorrhea,2019,Arizona,04,25-34,All races/ethnicities,Male,"3,460",661.8,"522,813"
Gonorrhea,2019,Arizona,04,13-24,All races/ethnicities,Male,"2,897",484.1,"598,406"
Gonorrhea,2018,Arizona,04,55+,All races/ethnicities,Female,44,3.9,"1,129,904"
Gonorrhea,2018,Arizona,04,45-54,All races/ethnicities,Female,208,48.5,"428,624"
Gonorrhea,2018,Arizona,04,35-44,All races/ethnicities,Female,701,161.3,"434,653"
Gonorrhea,2018,Arizona,04,25-34,All races/ethnicities,Female,"1,900",400.9,"473,919"
Gonorrhea,2018,Arizona,04,13-24,All races/ethnicities,Female,"2,475",442.3,"559,579"
Gonorrhea,2018,Arizona,04,55+,All races/ethnicities,Male,267,27,"990,693"
Gonorrhea,2018,Arizona,04,45-54,All races/ethnicities,Male,606,144,"420,762"
Gonorrhea,2018,Arizona,04,35-44,All races/ethnicities,Male,"1,181",265.5,"444,854"
Gonorrhea,2018,Arizona,04,25-34,All races/ethnicities,Male,"2,890",566.5,"510,157"
Gonorrhea,2018,Arizona,04,13-24,All races/ethnicities,Male,"2,560",431,"593,923"
Chlamydia,2021,Arizona,04,55+,All races/ethnicities,Female,139,11.9,"1,166,930"
Chlamydia,2021,Arizona,04,45-54,All races/ethnicities,Female,465,109.9,"423,119"
Chlamydia,2021,Arizona,04,35-44,All races/ethnicities,Female,"1,831",409.9,"446,725"
Chlamydia,2021,Arizona,04,25-34,All races/ethnicities,Female,"7,340",1518.1,"483,509"
Chlamydia,2021,Arizona,04,13-24,All races/ethnicities,Female,"16,577",2898.6,"571,894"
Chlamydia,2021,Arizona,04,55+,All races/ethnicities,Male,350,33.5,"1,046,001"
Chlamydia,2021,Arizona,04,45-54,All races/ethnicities,Male,707,166.5,"424,562"
Chlamydia,2021,Arizona,04,35-44,All races/ethnicities,Male,"1,832",391.1,"468,467"
Chlamydia,2021,Arizona,04,25-34,All races/ethnicities,Male,"5,329",1029.6,"517,583"
Chlamydia,2021,Arizona,04,13-24,All races/ethnicities,Male,"6,864",1139,"602,637"
Chlamydia,2020 (COVID-19 Pandemic),Arizona,04,55+,All races/ethnicities,Female,121,10.6,"1,142,025"
Chlamydia,2020 (COVID-19 Pandemic),Arizona,04,45-54,All races/ethnicities,Female,338,80.5,"419,709"
Chlamydia,2020 (COVID-19 Pandemic),Arizona,04,35-44,All races/ethnicities,Female,"1,484",338.8,"438,064"
Chlamydia,2020 (COVID-19 Pandemic),Arizona,04,25-34,All races/ethnicities,Female,"6,506",1369.7,"475,007"
Chlamydia,2020 (COVID-19 Pandemic),Arizona,04,13-24,All races/ethnicities,Female,"15,729",2796,"562,560"
Chlamydia,2020 (COVID-19 Pandemic),Arizona,04,55+,All races/ethnicities,Male,261,25.5,"1,022,815"
Chlamydia,2020 (COVID-19 Pandemic),Arizona,04,45-54,All races/ethnicities,Male,553,131,"421,985"
Chlamydia,2020 (COVID-19 Pandemic),Arizona,04,35-44,All races/ethnicities,Male,"1,448",316.2,"457,956"
Chlamydia,2020 (COVID-19 Pandemic),Arizona,04,25-34,All races/ethnicities,Male,"4,451",875.4,"508,426"
Chlamydia,2020 (COVID-19 Pandemic),Arizona,04,13-24,All races/ethnicities,Male,"6,352",1071.6,"592,735"
Chlamydia,2019,Arizona,04,55+,All races/ethnicities,Female,124,10.6,"1,166,321"
Chlamydia,2019,Arizona,04,45-54,All races/ethnicities,Female,454,105.7,"429,646"
Chlamydia,2019,Arizona,04,35-44,All races/ethnicities,Female,"1,760",398.1,"442,046"
Chlamydia,2019,Arizona,04,25-34,All races/ethnicities,Female,"7,367",1521.2,"484,280"
Chlamydia,2019,Arizona,04,13-24,All races/ethnicities,Female,"17,996",3179.1,"566,066"
Chlamydia,2019,Arizona,04,55+,All races/ethnicities,Male,295,28.8,"1,023,106"
Chlamydia,2019,Arizona,04,45-54,All races/ethnicities,Male,646,152.9,"422,444"
Chlamydia,2019,Arizona,04,35-44,All races/ethnicities,Male,"1,720",378.9,"453,981"
Chlamydia,2019,Arizona,04,25-34,All races/ethnicities,Male,"5,117",978.7,"522,813"
Chlamydia,2019,Arizona,04,13-24,All races/ethnicities,Male,"7,534",1259,"598,406"
Chlamydia,2018,Arizona,04,55+,All races/ethnicities,Female,135,11.9,"1,129,904"
Chlamydia,2018,Arizona,04,45-54,All races/ethnicities,Female,383,89.4,"428,624"
Chlamydia,2018,Arizona,04,35-44,All races/ethnicities,Female,"1,700",391.1,"434,653"
Chlamydia,2018,Arizona,04,25-34,All races/ethnicities,Female,"7,099",1497.9,"473,919"
Chlamydia,2018,Arizona,04,13-24,All races/ethnicities,Female,"17,383",3106.4,"559,579"
Chlamydia,2018,Arizona,04,55+,All races/ethnicities,Male,221,22.3,"990,693"
Chlamydia,2018,Arizona,04,45-54,All races/ethnicities,Male,547,130,"420,762"
Chlamydia,2018,Arizona,04,35-44,All races/ethnicities,Male,"1,536",345.3,"444,854"
Chlamydia,2018,Arizona,04,25-34,All races/ethnicities,Male,"4,654",912.3,"510,157"
Chlamydia,2018,Arizona,04,13-24,All races/ethnicities,Male,"7,009",1180.1,"593,923"
HIV diagnoses,2021,Arizona,04,55+,All races/ethnicities,Female,16,1.4,"1,166,930"
HIV diagnoses,2021,Arizona,04,45-54,All races/ethnicities,Female,24,5.7,"423,119"
HIV diagnoses,2021,Arizona,04,35-44,All races/ethnicities,Female,23,5.1,"446,725"
HIV diagnoses,2021,Arizona,04,25-34,All races/ethnicities,Female,18,3.7,"483,509"
HIV diagnoses,2021,Arizona,04,13-24,All races/ethnicities,Female,15,2.6,"571,894"
HIV diagnoses,2021,Arizona,04,55+,All races/ethnicities,Male,62,5.9,"1,046,001"
HIV diagnoses,2021,Arizona,04,45-54,All races/ethnicities,Male,72,17,"424,562"
HIV diagnoses,2021,Arizona,04,35-44,All races/ethnicities,Male,142,30.3,"468,467"
HIV diagnoses,2021,Arizona,04,25-34,All races/ethnicities,Male,300,58,"517,583"
HIV diagnoses,2021,Arizona,04,13-24,All races/ethnicities,Male,109,18.1,"602,637"
HIV diagnoses,2020 (COVID-19 Pandemic),Arizona,04,55+,All races/ethnicities,Female,16,1.4,"1,142,025"
HIV diagnoses,2020 (COVID-19 Pandemic),Arizona,04,45-54,All races/ethnicities,Female,16,3.8,"419,709"
HIV diagnoses,2020 (COVID-19 Pandemic),Arizona,04,35-44,All races/ethnicities,Female,18,4.1,"438,064"
HIV diagnoses,2020 (COVID-19 Pandemic),Arizona,04,25-34,All races/ethnicities,Female,22,4.6,"475,007"
HIV diagnoses,2020 (COVID-19 Pandemic),Arizona,04,13-24,All races/ethnicities,Female,16,2.8,"562,560"
HIV diagnoses,2020 (COVID-19 Pandemic),Arizona,04,55+,All races/ethnicities,Male,53,5.2,"1,022,815"
HIV diagnoses,2020 (COVID-19 Pandemic),Arizona,04,45-54,All races/ethnicities,Male,68,16.1,"421,985"
HIV diagnoses,2020 (COVID-19 Pandemic),Arizona,04,35-44,All races/ethnicities,Male,91,19.9,"457,956"
HIV diagnoses,2020 (COVID-19 Pandemic),Arizona,04,25-34,All races/ethnicities,Male,237,46.6,"508,426"
HIV diagnoses,2020 (COVID-19 Pandemic),Arizona,04,13-24,All races/ethnicities,Male,120,20.2,"592,735"
HIV diagnoses,2019,Arizona,04,55+,All races/ethnicities,Female,12,1,"1,170,162"
HIV diagnoses,2019,Arizona,04,45-54,All races/ethnicities,Female,18,4.2,"429,457"
HIV diagnoses,2019,Arizona,04,35-44,All races/ethnicities,Female,34,7.7,"442,421"
HIV diagnoses,2019,Arizona,04,25-34,All races/ethnicities,Female,29,6,"485,755"
HIV diagnoses,2019,Arizona,04,13-24,All races/ethnicities,Female,18,3.2,"567,877"
HIV diagnoses,2019,Arizona,04,55+,All races/ethnicities,Male,60,5.8,"1,025,948"
HIV diagnoses,2019,Arizona,04,45-54,All races/ethnicities,Male,76,18,"422,193"
HIV diagnoses,2019,Arizona,04,35-44,All races/ethnicities,Male,113,24.9,"454,064"
HIV diagnoses,2019,Arizona,04,25-34,All races/ethnicities,Male,239,45.6,"523,966"
HIV diagnoses,2019,Arizona,04,13-24,All races/ethnicities,Male,149,24.8,"600,017"
HIV diagnoses,2018,Arizona,04,55+,All races/ethnicities,Female,10,0.9,"1,131,336"
HIV diagnoses,2018,Arizona,04,45-54,All races/ethnicities,Female,15,3.5,"428,387"
HIV diagnoses,2018,Arizona,04,35-44,All races/ethnicities,Female,39,9,"434,691"
HIV diagnoses,2018,Arizona,04,25-34,All races/ethnicities,Female,24,5.1,"474,761"
HIV diagnoses,2018,Arizona,04,13-24,All races/ethnicities,Female,9,1.6,"560,526"
HIV diagnoses,2018,Arizona,04,55+,All races/ethnicities,Male,60,6,"991,999"
HIV diagnoses,2018,Arizona,04,45-54,All races/ethnicities,Male,79,18.8,"420,681"
HIV diagnoses,2018,Arizona,04,35-44,All races/ethnicities,Male,114,25.6,"444,996"
HIV diagnoses,2018,Arizona,04,25-34,All races/ethnicities,Male,257,50.3,"510,929"
HIV diagnoses,2018,Arizona,04,13-24,All races/ethnicities,Male,145,24.4,"594,609"
Gonorrhea,2021,Arkansas,05,55+,All races/ethnicities,Female,20,4.1,"487,124"
Gonorrhea,2021,Arkansas,05,45-54,All races/ethnicities,Female,122,67.7,"180,217"
Gonorrhea,2021,Arkansas,05,35-44,All races/ethnicities,Female,456,240.4,"189,719"
Gonorrhea,2021,Arkansas,05,25-34,All races/ethnicities,Female,"1,280",651.3,"196,522"
Gonorrhea,2021,Arkansas,05,13-24,All races/ethnicities,Female,"2,434",1021,"238,394"
Gonorrhea,2021,Arkansas,05,55+,All races/ethnicities,Male,78,18.3,"425,873"
Gonorrhea,2021,Arkansas,05,45-54,All races/ethnicities,Male,190,106.6,"178,274"
Gonorrhea,2021,Arkansas,05,35-44,All races/ethnicities,Male,559,294.6,"189,721"
Gonorrhea,2021,Arkansas,05,25-34,All races/ethnicities,Male,"1,294",656.4,"197,121"
Gonorrhea,2021,Arkansas,05,13-24,All races/ethnicities,Male,"1,731",696.6,"248,505"
Gonorrhea,2020 (COVID-19 Pandemic),Arkansas,05,55+,All races/ethnicities,Female,28,5.8,"483,030"
Gonorrhea,2020 (COVID-19 Pandemic),Arkansas,05,45-54,All races/ethnicities,Female,72,39.8,"180,939"
Gonorrhea,2020 (COVID-19 Pandemic),Arkansas,05,35-44,All races/ethnicities,Female,385,205.5,"187,369"
Gonorrhea,2020 (COVID-19 Pandemic),Arkansas,05,25-34,All races/ethnicities,Female,"1,196",612.2,"195,355"
Gonorrhea,2020 (COVID-19 Pandemic),Arkansas,05,13-24,All races/ethnicities,Female,"2,337",990.5,"235,942"
Gonorrhea,2020 (COVID-19 Pandemic),Arkansas,05,55+,All races/ethnicities,Male,85,20.1,"422,313"
Gonorrhea,2020 (COVID-19 Pandemic),Arkansas,05,45-54,All races/ethnicities,Male,172,96,"179,258"
Gonorrhea,2020 (COVID-19 Pandemic),Arkansas,05,35-44,All races/ethnicities,Male,565,301,"187,711"
Gonorrhea,2020 (COVID-19 Pandemic),Arkansas,05,25-34,All races/ethnicities,Male,"1,236",631.1,"195,842"
Gonorrhea,2020 (COVID-19 Pandemic),Arkansas,05,13-24,All races/ethnicities,Male,"1,773",721.6,"245,720"
Gonorrhea,2019,Arkansas,05,55+,All races/ethnicities,Female,12,2.4,"490,520"
Gonorrhea,2019,Arkansas,05,45-54,All races/ethnicities,Female,76,41.4,"183,608"
Gonorrhea,2019,Arkansas,05,35-44,All races/ethnicities,Female,307,165,"186,049"
Gonorrhea,2019,Arkansas,05,25-34,All races/ethnicities,Female,"1,056",534.5,"197,560"
Gonorrhea,2019,Arkansas,05,13-24,All races/ethnicities,Female,"2,090",893.5,"233,914"
Gonorrhea,2019,Arkansas,05,55+,All races/ethnicities,Male,73,17.4,"419,356"
Gonorrhea,2019,Arkansas,05,45-54,All races/ethnicities,Male,146,82,"177,974"
Gonorrhea,2019,Arkansas,05,35-44,All races/ethnicities,Male,477,258.9,"184,214"
Gonorrhea,2019,Arkansas,05,25-34,All races/ethnicities,Male,"1,173",588.5,"199,308"
Gonorrhea,2019,Arkansas,05,13-24,All races/ethnicities,Male,"1,489",610.9,"243,730"
Gonorrhea,2018,Arkansas,05,55+,All races/ethnicities,Female,20,4.1,"482,373"
Gonorrhea,2018,Arkansas,05,45-54,All races/ethnicities,Female,60,32.1,"186,974"
Gonorrhea,2018,Arkansas,05,35-44,All races/ethnicities,Female,302,163.3,"184,894"
Gonorrhea,2018,Arkansas,05,25-34,All races/ethnicities,Female,"1,115",565.1,"197,312"
Gonorrhea,2018,Arkansas,05,13-24,All races/ethnicities,Female,"2,285",976.8,"233,926"
Gonorrhea,2018,Arkansas,05,55+,All races/ethnicities,Male,68,16.5,"412,284"
Gonorrhea,2018,Arkansas,05,45-54,All races/ethnicities,Male,144,79.5,"181,119"
Gonorrhea,2018,Arkansas,05,35-44,All races/ethnicities,Male,445,243.1,"183,085"
Gonorrhea,2018,Arkansas,05,25-34,All races/ethnicities,Male,"1,193",599.6,"198,963"
Gonorrhea,2018,Arkansas,05,13-24,All races/ethnicities,Male,"1,661",680,"244,279"
Chlamydia,2021,Arkansas,05,55+,All races/ethnicities,Female,41,8.4,"487,124"
Chlamydia,2021,Arkansas,05,45-54,All races/ethnicities,Female,112,62.1,"180,217"
Chlamydia,2021,Arkansas,05,35-44,All races/ethnicities,Female,645,340,"189,719"
Chlamydia,2021,Arkansas,05,25-34,All races/ethnicities,Female,"2,872",1461.4,"196,522"
Chlamydia,2021,Arkansas,05,13-24,All races/ethnicities,Female,"9,067",3803.4,"238,394"
Chlamydia,2021,Arkansas,05,55+,All races/ethnicities,Male,45,10.6,"425,873"
Chlamydia,2021,Arkansas,05,45-54,All races/ethnicities,Male,114,63.9,"178,274"
Chlamydia,2021,Arkansas,05,35-44,All races/ethnicities,Male,460,242.5,"189,721"
Chlamydia,2021,Arkansas,05,25-34,All races/ethnicities,Male,"1,545",783.8,"197,121"
Chlamydia,2021,Arkansas,05,13-24,All races/ethnicities,Male,"3,008",1210.4,"248,505"
Chlamydia,2020 (COVID-19 Pandemic),Arkansas,05,55+,All races/ethnicities,Female,28,5.8,"483,030"
Chlamydia,2020 (COVID-19 Pandemic),Arkansas,05,45-54,All races/ethnicities,Female,91,50.3,"180,939"
Chlamydia,2020 (COVID-19 Pandemic),Arkansas,05,35-44,All races/ethnicities,Female,528,281.8,"187,369"
Chlamydia,2020 (COVID-19 Pandemic),Arkansas,05,25-34,All races/ethnicities,Female,"2,498",1278.7,"195,355"
Chlamydia,2020 (COVID-19 Pandemic),Arkansas,05,13-24,All races/ethnicities,Female,"8,293",3514.8,"235,942"
Chlamydia,2020 (COVID-19 Pandemic),Arkansas,05,55+,All races/ethnicities,Male,50,11.8,"422,313"
Chlamydia,2020 (COVID-19 Pandemic),Arkansas,05,45-54,All races/ethnicities,Male,101,56.3,"179,258"
Chlamydia,2020 (COVID-19 Pandemic),Arkansas,05,35-44,All races/ethnicities,Male,381,203,"187,711"
Chlamydia,2020 (COVID-19 Pandemic),Arkansas,05,25-34,All races/ethnicities,Male,"1,354",691.4,"195,842"
Chlamydia,2020 (COVID-19 Pandemic),Arkansas,05,13-24,All races/ethnicities,Male,"2,715",1104.9,"245,720"
Chlamydia,2019,Arkansas,05,55+,All races/ethnicities,Female,35,7.1,"490,520"
Chlamydia,2019,Arkansas,05,45-54,All races/ethnicities,Female,114,62.1,"183,608"
Chlamydia,2019,Arkansas,05,35-44,All races/ethnicities,Female,536,288.1,"186,049"
Chlamydia,2019,Arkansas,05,25-34,All races/ethnicities,Female,"2,621",1326.7,"197,560"
Chlamydia,2019,Arkansas,05,13-24,All races/ethnicities,Female,"8,829",3774.5,"233,914"
Chlamydia,2019,Arkansas,05,55+,All races/ethnicities,Male,44,10.5,"419,356"
Chlamydia,2019,Arkansas,05,45-54,All races/ethnicities,Male,111,62.4,"177,974"
Chlamydia,2019,Arkansas,05,35-44,All races/ethnicities,Male,437,237.2,"184,214"
Chlamydia,2019,Arkansas,05,25-34,All races/ethnicities,Male,"1,395",699.9,"199,308"
Chlamydia,2019,Arkansas,05,13-24,All races/ethnicities,Male,"3,052",1252.2,"243,730"
Chlamydia,2018,Arkansas,05,55+,All races/ethnicities,Female,20,4.1,"482,373"
Chlamydia,2018,Arkansas,05,45-54,All races/ethnicities,Female,91,48.7,"186,974"
Chlamydia,2018,Arkansas,05,35-44,All races/ethnicities,Female,505,273.1,"184,894"
Chlamydia,2018,Arkansas,05,25-34,All races/ethnicities,Female,"2,693",1364.8,"197,312"
Chlamydia,2018,Arkansas,05,13-24,All races/ethnicities,Female,"9,196",3931.2,"233,926"
Chlamydia,2018,Arkansas,05,55+,All races/ethnicities,Male,40,9.7,"412,284"
Chlamydia,2018,Arkansas,05,45-54,All races/ethnicities,Male,98,54.1,"181,119"
Chlamydia,2018,Arkansas,05,35-44,All races/ethnicities,Male,387,211.4,"183,085"
Chlamydia,2018,Arkansas,05,25-34,All races/ethnicities,Male,"1,483",745.4,"198,963"
Chlamydia,2018,Arkansas,05,13-24,All races/ethnicities,Male,"3,136",1283.8,"244,279"
HIV diagnoses,2021,Arkansas,05,55+,All races/ethnicities,Female,7,1.4,"487,124"
HIV diagnoses,2021,Arkansas,05,45-54,All races/ethnicities,Female,13,7.2,"180,217"
HIV diagnoses,2021,Arkansas,05,35-44,All races/ethnicities,Female,16,8.4,"189,719"
HIV diagnoses,2021,Arkansas,05,25-34,All races/ethnicities,Female,23,11.7,"196,522"
HIV diagnoses,2021,Arkansas,05,13-24,All races/ethnicities,Female,7,2.9,"238,394"
HIV diagnoses,2021,Arkansas,05,55+,All races/ethnicities,Male,21,4.9,"425,873"
HIV diagnoses,2021,Arkansas,05,45-54,All races/ethnicities,Male,35,19.6,"178,274"
HIV diagnoses,2021,Arkansas,05,35-44,All races/ethnicities,Male,53,27.9,"189,721"
HIV diagnoses,2021,Arkansas,05,25-34,All races/ethnicities,Male,104,52.8,"197,121"
HIV diagnoses,2021,Arkansas,05,13-24,All races/ethnicities,Male,59,23.7,"248,505"
HIV diagnoses,2020 (COVID-19 Pandemic),Arkansas,05,55+,All races/ethnicities,Female,6,1.2,"483,030"
HIV diagnoses,2020 (COVID-19 Pandemic),Arkansas,05,45-54,All races/ethnicities,Female,10,5.5,"180,939"
HIV diagnoses,2020 (COVID-19 Pandemic),Arkansas,05,35-44,All races/ethnicities,Female,12,6.4,"187,369"
HIV diagnoses,2020 (COVID-19 Pandemic),Arkansas,05,25-34,All races/ethnicities,Female,9,4.6,"195,355"
HIV diagnoses,2020 (COVID-19 Pandemic),Arkansas,05,13-24,All races/ethnicities,Female,8,3.4,"235,942"
HIV diagnoses,2020 (COVID-19 Pandemic),Arkansas,05,55+,All races/ethnicities,Male,16,3.8,"422,313"
HIV diagnoses,2020 (COVID-19 Pandemic),Arkansas,05,45-54,All races/ethnicities,Male,22,12.3,"179,258"
HIV diagnoses,2020 (COVID-19 Pandemic),Arkansas,05,35-44,All races/ethnicities,Male,26,13.9,"187,711"
HIV diagnoses,2020 (COVID-19 Pandemic),Arkansas,05,25-34,All races/ethnicities,Male,80,40.8,"195,842"
HIV diagnoses,2020 (COVID-19 Pandemic),Arkansas,05,13-24,All races/ethnicities,Male,56,22.8,"245,720"
HIV diagnoses,2019,Arkansas,05,55+,All races/ethnicities,Female,13,2.6,"490,691"
HIV diagnoses,2019,Arkansas,05,45-54,All races/ethnicities,Female,16,8.7,"183,820"
HIV diagnoses,2019,Arkansas,05,35-44,All races/ethnicities,Female,10,5.4,"186,254"
HIV diagnoses,2019,Arkansas,05,25-34,All races/ethnicities,Female,17,8.6,"198,253"
HIV diagnoses,2019,Arkansas,05,13-24,All races/ethnicities,Female,10,4.3,"234,112"
HIV diagnoses,2019,Arkansas,05,55+,All races/ethnicities,Male,15,3.6,"419,280"
HIV diagnoses,2019,Arkansas,05,45-54,All races/ethnicities,Male,25,14,"178,184"
HIV diagnoses,2019,Arkansas,05,35-44,All races/ethnicities,Male,42,22.8,"184,327"
HIV diagnoses,2019,Arkansas,05,25-34,All races/ethnicities,Male,78,39,"199,911"
HIV diagnoses,2019,Arkansas,05,13-24,All races/ethnicities,Male,63,25.8,"243,784"
HIV diagnoses,2018,Arkansas,05,55+,All races/ethnicities,Female,8,1.7,"482,404"
HIV diagnoses,2018,Arkansas,05,45-54,All races/ethnicities,Female,11,5.9,"187,086"
HIV diagnoses,2018,Arkansas,05,35-44,All races/ethnicities,Female,13,7,"185,014"
HIV diagnoses,2018,Arkansas,05,25-34,All races/ethnicities,Female,14,7.1,"197,771"
HIV diagnoses,2018,Arkansas,05,13-24,All races/ethnicities,Female,9,3.8,"234,354"
HIV diagnoses,2018,Arkansas,05,55+,All races/ethnicities,Male,12,2.9,"412,315"
HIV diagnoses,2018,Arkansas,05,45-54,All races/ethnicities,Male,24,13.2,"181,154"
HIV diagnoses,2018,Arkansas,05,35-44,All races/ethnicities,Male,34,18.6,"183,111"
HIV diagnoses,2018,Arkansas,05,25-34,All races/ethnicities,Male,87,43.7,"199,252"
HIV diagnoses,2018,Arkansas,05,13-24,All races/ethnicities,Male,71,29,"244,531"
Gonorrhea,2021,California,06,55+,All races/ethnicities,Female,570,10,"5,679,152"
Gonorrhea,2021,California,06,45-54,All races/ethnicities,Female,"1,512",61.8,"2,446,639"
Gonorrhea,2021,California,06,35-44,All races/ethnicities,Female,"4,621",175.1,"2,638,675"
Gonorrhea,2021,California,06,25-34,All races/ethnicities,Female,"11,376",400.6,"2,839,969"
Gonorrhea,2021,California,06,13-24,All races/ethnicities,Female,"13,123",435.7,"3,011,796"
Gonorrhea,2021,California,06,55+,All races/ethnicities,Male,"3,018",59.7,"5,055,672"
Gonorrhea,2021,California,06,45-54,All races/ethnicities,Male,"5,327",214.7,"2,480,907"
Gonorrhea,2021,California,06,35-44,All races/ethnicities,Male,"13,064",472,"2,767,766"
Gonorrhea,2021,California,06,25-34,All races/ethnicities,Male,"24,833",827.9,"2,999,673"
Gonorrhea,2021,California,06,13-24,All races/ethnicities,Male,"13,341",422,"3,161,507"
